quote,tags
in his fortythird year william stoner learned what others much younger had learned before him that the person one loves at first is not the person one loves at last and that love is not an end but a process through which one person attempts to know another,love
50 of all facts are false and the other half are just made up,humor
so doesnt that make the universe a giant lottery then you purchase a ticket when youre born and its all just random whether you get a good ticket or a bad ticket its all just luck,life
the way we think may be completely different but you and i are an ancient archetypal couple the original man and woman we are the model for adam and eve for all couples in love there comes a moment when a man gazes at a woman with the very same kind of realization it is an infinite helix the dance of two souls resonating like the twist of dna like the vast universe,love
she realized when relationships failed to last it was not because love was no longer present but because people had stopped believing in themselves and in their partners,inspirational_love
this is our story to tell youd think for all the reading i do i would have thought about this before but i havent ive never once thought about the interpretative the story telling aspect of life of my life i always felt like i was in a story yes but not like i was the author of it or like i had any say in its telling whatsoever,life
theres a logical reason for everything in the universe even if we cannot comprehend understand or express that reason,philosophy
life becomes a dilemma when you are living a purposeless and goalless life,life
only after the concept of knowledge has been based on an ontological relation seinsverhltnis can we work out the particular kind of being from which the principle of immanencetoconsciousness the starting point of idealism and critical realism mistakenly proceeds as though from a primary insight this is the being of beingconscious bewusstseins all beingconscious must first of all be brought under the higher concept of ideal being or at all events that of irreal being the mental item which presents itself in the experiences of consciousness may be real beingconscious itself never is however the concept of consciousness is derivative in not only this sense consciousness also presupposes the concept of knowledge nothing is more misleading than to proceed in the opposite direction and define knowledge itself as simply a particular content of consciousness as we see if we oppose to the particular kind of knowing and havingknown which we call consciousness another kind of knowledge which precedes it and includes no form of beingconscious we will call this knowledge ecstatic ekstatische knowledge it is found quite clearly in animals primitive people children and further in certain pathological and other abnormal and supranormal states eg in recovering from the effects of a drug i have said elsewhere that the animal never relates to its environment as to an object but only lives in it es lebe nur in sie hinein its conduct with respect to the external world depends upon whether the latter satisfies its instinctive drives or denies them satisfaction the animal experiences the surrounding world as resistances of various types hence it is absolutely necessary to contest the principle in descartes franz brentano et al that every mental function and act is accompanied by an immediate knowledge of it an even more highly contestable principle is that a relation to the self is an essential condition of all processes of knowledge it is difficult to reproduce purely ecstatic knowledge in mature civilized men whether in memory reverie perception thought or empathetic identification with things animals or men nonetheless there is no doubt that in every perception and presentation of things and events we think that we grasp the thingsthemselves not mere images of them or representatives of some sortknowledge first becomes conscious knowledge bewusstsein that is comes out of its original ecstatic form of simply having things in which there is no knowledge of the having or of that through which and in which it is had when the act of being thrown back on the self probably only possible for men comes into play this act grows out of conspicuous resistances clashes and oppositionsin sum out of pronounced suffering it is the actus reflexivus in which knowledge of the knowledge of things is added to the knowledge of things furthermore in this act we come to know the kind of knowledge we have for example memory ideation and perception and finally beyond even these we come to have a knowledge of the relation of the act performed to the self to the knower with respect to any specific relation to the self this last knowledge socalled conscious selfknowledge comes only after knowledge about the act kants principle that an i think must be able to accompany all a mans thoughts may be correct that it in fact always accompanies them is nevertheless undoubtedly false however the kind of being indeed of ideal being which contents possess when they are reflexively had in their givenness in conscious actswhen therefore they become reflexiveis the being of beingconsciouslyknownfromidealism and realism,philosophy
once i came across two ideographs for the word love the first contained the root words heart and hand and actionlove as hands and heart in action together the other ideograph for passionate love was formed of heart to tell and a long thread,love
a man in love is cautious with the decisions he makes words he says and actions he takes so he never purposefully causes her pain he believes in her when she struggles believing in herself he is her foundation where she feels safe to be her true self,love
someone burns your beloved scripture in front of you yet you are not bothered even the slightest bit thats when you know you have achieved divinity,inspirational
god first loved us,love
sing and dance together and be joyous but let each one of you be aloneeven as the strings of a lute are alone though they quiver with the same music,life_love
hard work precedes great success,inspirational
when i tell you not to marry without love i do not advise you to marry for love alone there are many many other things to be considered keep both heart and hand in your own possession till you see good reason to part with them    ,love
when grant blue reaches me he bends his head down close enough that i can smell the soap and promise on his skin clean living and popularityits quite the aftershave let me tell you if im being honest the fact that he even has to bend to talk to me is making me want to swoon a little but just a little,humor
for the mind of man alone is free to explore the lofty vastness of the cosmic infinite to transcend ordinary consciousness to roam the secret corridors of the brain where past and future melt into one and universe and individual are linked the one mirrored in the other and each contains the other,inspirational
your commitment to your happiness and wellbeing serves our entire world in powerful ways stay committedyou change our world for the better by changing your world for the better,life_love
getting too interested in the english way of life wont help you land a permanent job,life
enough is never enough,inspirational_philosophy
okay ive got the hidden microphones with gps here agent bounter said lets get one on younow sir the russians are on the radar its timeas bounter turned to pick up the tiny buttonsize microphone grant clenched his hands into fists his anticipation bui,love
every normal man must be tempted at times to spit on his hands hoist the black flag and begin slitting throats,love
the middle class is doing fine in fiction but its not what gets me going i love the working class and everyone from it ive met and think theyre incredibly witty inventive  theres a lot of poetry there,love
we didnt do anything illegal all we ever did was be black blacklivesmatter,inspirational_humor_philosophy_love_life
if you dont love yourself no other love can save you,love
insanity can inhibit a person from thinking consciously about his or her thoughts and actions that can result him or her to perform dangerous acts without realizing at all,inspirational
if you truly want to be respected by people you love you must prove to them that you can survive without them,love
i had heard my brothers and sisters use curse words but had never dared use one myself in front of anyone but i had practiced alone in my room lots of times trying out different cadences and into nations fuck fuck fuck you fucknut shit shitstain fucker go fuck a duck you asswipe my favorite was what a fucking cocksucker the plan was to say this casually to one of my new friends while one of our teachers walked by no one in kindergarten ever really got my sense of humor so i was hellbent on making my mark in the first grade,humor
men are pigs darling i really have every sympathy for women that they actually have to choose one of these arrogant stupid morons to settle down with and marry,humor
we stay this way until twilight colours the window and the hour calls me home,love
i do believe that we are to love our enemies and do good to those who persecute you i believe that there is power and strength in that,love
all we have is one life so go for it,love
love who you are love and be what you want to be,philosophy
the more you worry about your spending the less you focus on increasing your capacity,inspirational
if theres a more helpless feeling than trying to reach someone you love whos trapped underground i dont know it,love
life on earth is to be live but oncelive life to the best you canlive to your fullness,life
as i stumble through this lifehelp me to create more laughter than tears dispense more cheer than gloom spread more joy than despair never let me become so indifferent that i will fail to see the wonder in the eyes of a child or the twinkle in the eyes of the aged never let me forget that my total effort is to cheer people make them happy and forget momentarily all the unpleasantness in their lives and in my final moment may i hear you whisper when you made my people smile you made me smile,inspirational
sometimes i feel like were a knot too tangled to be taken apart,love
to win dont compete to love dont complain to be kind dont judge,inspirational_philosophy_love
i have learned to take the part of me that is very fearful and work on that there is space for that in my life i have learned to give myself a bit more freedom between action and cut i come by all that fear honestly like most humans have i cant bring it with me to work so in that way the work feels quite liberating,life
it is difficult to say what is impossible for the dream of yesterday is the hope of today and the reality of tomorrow,inspirational
there is perhaps no more rewarding romance heroine than she who is not expected to find love the archetype comes in many disguises  the wallflower the spinster the governess the single mom  but always with one sad claim love is not in her cards,love
from birth to death we explore and seek and in the end we arrive where we started the past having made one great slow turn on a carousel to become our future and if we have learned anything worth learning the carousel will bring us to the one place we most need to be,life
id give my right arm to be ambidextrous,humor
on a farflung parcel of government land situated somewhere in the vast reaches of parched american western desert sits an abandoned and long forgotten government facility known as lost cactus that is what the shadowy agency  that operates there to this day  wants everyone from presidents on down to john q public to believe,humor
changing arent we a little delusional youve always been scarred and you always will be well youre not really the best thinker why waste time trying to mend whats broken its impossible as trying to keep it from being broken in the first place you want kids dont you abused people turn abusive its a fact why becayse you love them didnt i love you but ive hurt you still love has nothing to do with being abusive youve always been bruised and cut and its just pointless to try and change that now,love
your cowboy persona meshed so well with the dreams chris has of the torn and silent men shes been rejected by the fact that you dont return messages turns your answerphone into a blank screen onto which we can project our fantasies,love
tolstoy was a caucasian gandhi was an asian and martin luther king jr was a negro yet all of their hearts were inspired by the one idea of nonviolent resistance king received it from gandhi gandhi received it from tolstoy and tolstoy received it from christ,inspirational_philosophy_life
there were so many wrongs piling up on both sides so much of the past being dragged into the present that living there was like carving the story of your life on to a sepulchral monument,life
there is a camaraderie that grows up among those who work with old books and old papers largely i suspect because we understand that we are at odds with the rest of the world we are travelling backwards while all those around us are still moving forward,inspirational
hes quite extraordinary with his moves and spins i think he was a baton girl in a past life on his costar hayden christensen,humor
lips that have tasted the salt of tears always give the sweetest kiss,love
its a curious idea to reproduce when you dont even like life,life
safety was one thing but what he really wanted was to be electrified to be wounded to be cast into the wilderness to be released to be exalted and most especially to be surrounded by the drowning noise and ebullience and casual presence of friends calling out his name demanding his presence,life
death for the buddhist is the shadow on the face of life for the opposite of death is birth not life that which is born must die life has no opposite for life goes on only its forms must change unceasingly it is life which creates uses and then destroys each form of life whether yours or mine or that of the mountain the empire or the fly,life
there is a way that nature speaks that land speaks most of the time we are simply not patient enough quiet enough to pay attention to the story,inspirational
unapologetically smitten with thunderstormsthe thought of rough sex beneath an acid washed moon and hydrated stars,love
i love to share my problems with friends they think im revealing my personal life but im actually revealing theirs what a person does with what you give reveals the real character of such person and you can envision and predict a whole set of interactions through their life and based on such reactions you can even predict how long their marriage will last or what they will do when you need them,love
say that you dont love him amarantha shrieked and the blood on my hands became the blood of that rabbitbecame the blood of what i had lostbut i wouldnt say it because loving tamlin was the only thing i had left the only thing i couldnt sacrificea path cleared through my redandblack vision i found tamlins eyeswide as he crawled toward amarantha watching me die and unable to save me while his wound slowly healed while she still gripped his poweramarantha had never intended for me to live never intended to let him goamarantha stop this tamlin begged at her feet as he clutched the gaping wound in his chest stop im sorryim sorry for what i said about clythia all those years ago please,love
this is your time make it count by dedicating your time to your heavenly father,inspirational
you dont have to travel but i find extended travel to be a helpful tool for reexamining yourself and the constraints youve artificially placed on your life its easy to believe everything has to be done one way if youre always in one place around the same people,life
theres more to life than success and if you can try to be more wellrounded youll be able to enjoy your success more it wont own you or control you,life
above us the constellations spun and the moon paced her weary course we lay stricken and sleepless as the hours passed,love
deep within every blind absolute love grows a hatred toward the beloved who now holds the only existing key to happiness,love
what i love about the east end is that theres a great perseverance determination and courage what i dislike about it is that there is sometimes a celebration of ignorance,love
when was the last time you kissed somebody new if you can tackle that fear youve nothing to fear,inspirational_love
i found him between a reality and a nightmare,love
true love is like ghosts which everyone talks about and few have seen,love
any marriage is hard work but what i always say is keep the fights clean and the sex dirty,love
peace begins with feelings of love,inspirational_philosophy_love
i had a dream about you last night shortly after i woke up screaming in terror,humor_life
knowledge is knowing the depth of the ocean wisdom is knowing till where to swim,life
for youth sexual love is whim for the aged luxury,love
i think for a time i was unsure what love meant and now at least i am sure that a very big part of it involves caring about someone so much that you find yourself using your energy to make their life the best it can possibly be and in turn they do the same for you until you both are strong enough to overcome whatever struggles you might have battled on your own and also struggles you still have yet to face,life
i write because i know i am only one to control the world i created in my books,inspirational
if you see oppression violence injustice and evil deeds unzip your silence and uncaring indifference do something and act against all these unethical instances  angelica hopes an excerpt from my novel if i could tell you,inspirational_life
forgetting is not forgettingforgetting is letting things passwhen existence opens up to essenceand rises above and beyondthe path of transcendence openslove goes beyond deaththe body disappears the person livesin loveand in this loveremembrance is bornpage 91,love
love is the greatest force in the universe,love
think of yourself as an incandescent power illuminated and perhaps forever talked to by god and his messengers,inspirational
you too know that all my eyes see all i touch with myself from any distance is diego the caress of fabrics the color of colors the wires the nerves the pencils the leaves the dust the cells the war and the sun everything experienced in the minutes of the nonclocks and the noncalendars and the empty nonglances is him,love
to a man and woman all of her elderly patients had been surprised to be old  which avery privately regarded as a serious failure to pay attention,humor
wed avoid a lot of insecurity if we fully wholly believed in gods wild affection for us,love
what one person calls miracle i call nature,inspirational_philosophy
when you make things too easy on someone youre giving them a discount on your worth and this causes them to regard you as inferior,humor_inspirational
humankind spends so much time admiring and ritualizing the inventions of humankind and yet humankind is such a tiny part of all there is  nigel s hey wondermentmatador 2012,inspirational_philosophy
he had become after all her home,love
if you just want to do something because it is a customary new year resolution then soon enough the year will get a bit older and the strength of your decision will also begin to wear off,inspirational_life
it is now clear that faith is a singular pledge of paternal love treasured up for the sons whom he has adopted,love
when your knowlege increases over time yearn to learn to dance in your mind,philosophy
one thing you who had secure or happy childhoods should understand about those of us who did not we who control our feelings who avoid conflicts at all costs or seem to seek them who are hypersensitive selfcritical compulsive workaholic and above all survivorswere not that way from perversity and we cannot just let it go weve learned to cope in ways you never had to,inspirational
helping people boost themselves out of poverty is the best way to make a lasting positive difference in a persons life,life
along with a sense of humor my songs have to be sincere and they have to be sung from a position of inner conviction,humor
equality today means sameness rather than oneness,love
when i hear and see young men like you and troit who have turned their lives around it makes me feel good we need to learn to love one another there is just too much hate in this world supt allerdyce strachan the first female officer to rise to the rank of superintendent on the royal bahamas police force,love
where i am at is not actually where i am at where i am at is merely a point on the path to where i am going,inspirational
the day might come when i had nothing but memories and the choice of whether to indulge my romantic side and wallow in them or my cynical side and reflect on the reliability,love
real change is difficult at the beginning without the familiar to rely upon you may not in as much command as you had once been when things are not going your way you will start doubting yourself stay positive keep the faith and keep moving forward  your breakthrough may be just around the corner,inspirational_life
life is defined by time and seasons,life
let it be love not the power of position that guides you for your success,philosophy_love
most errors consist only in our not rightly applying names to things for when someone says that the lines which are drawn from the center of a circle to its circumference are unequal he surely understands then at least by a circle something different from what mathematicians understand similarly when men err in calculating they have certain numbers in their mind and different ones on the paper so if you consider what they have in mind they really do not err though they seem to err because we think they have in their mind the numbers which are on the paper if this were not so we would not believe that they were erring just as i did not believe that he was erring whom i recently heard cry out that his courtyard had flown into his neighbors hen because what he had in mind seemed sufficiently clear to meand most controversies have arisen from this that men do not rightly explain their own mind or interpret the mind of the other man badly for really when they contradict one another most vehemently they either have the same thoughts or they are thinking of different things so that what they think are errors and absurdities in the other are not,philosophy
fine you dont want to be good enough for me then you will never be i deserve someone who wants to be what i need,love
so im back again to the eternal question the one that has plagued me all my life how do other people do it how come they were given lifes rule book and i missed out where was i when god was dispensing capability and cop on looking at shoes probably,humor_life
love is the only thing in this whole universe that can make the roses grow out of the swords,love
withholding love is a bit like drinking poison and expecting the other person to die,love
how can one fall in love for me love can only be uplifting,life_love
the moon went slowly down in loveliness she departed into the depth of the horizon and long veillike shadows crept up the sky through which the stars appeared soon however they too began to pale before a splendour in the east and the advent of the dawn declared itself in the newborn blue of heaven quieter and yet more quiet grew the sea quiet as the soft mist that brooded on her bosom and covered up her troubling as in our tempestuous life the transitory wreaths of sleep brook upon a painracked soul causing it to forget its sorrow from the east to the west sped those angels of the dawn from sea to sea from mountaintop to mountaintop scattering light from breast and wing on they sped out of the darkness perfect glorious on over the quiet sea over the low coastline and the swamps beyond and the mountains above them over those who slept in peace and those who woke in sorrow over the evil and the good over the living and the dead over the wide world and all that breathes or as breathed thereon,life
ive never created a riot before i did cause a brawl at the last formal a large number of young women there actually arrived with the expectation of seducing me into matrimony and a couple of their mothers came to blows it was hilarii mean dreadful simply dreadful,humor
being yourself is an old myth being fake in this world of cruelness is a new trick,life
you and me we are never going to be just friends the only time im not adoring you is when i am too busy hating you and wishing to god i never met you,love
jill had three basic statements about life1 it is your life usually with some added social commentary2 what you want and what you get are usually two entirely different things3 no one ever said that life was fair,life_love
true wisdom is found in simplicity and in humility,inspirational_philosophy
faith in god is optional but faith in the self  in the spirit within is imperative,inspirational_philosophy_life
the journey isnt the vista at the end its the ever changing view along the way,life
i will love with all my soul,love
 i will get a first class honors degree and i will become a scientist and i know i can do this because i went to london on my own and because i solved the mystery of who killed wellington and i found my mother and i was brave and i wrote a book and that means i can do anything,inspirational
in the distance across the dark fields i saw a flame with the rainy season the fireflies had long since disappeared what then could this be the flame flickered now brightly no dimly and sometimes it glowed like a halo as if it had sunk deep into wateri was frightened by this flame for in my heart i too carried a flame,life
my friend i am not what i seem seeming is but a garment i wear  a carewoven garment that protects me from thy questionings and thee from my negligence,life
too many adults wish to protect teenagers when they should be stimulating them to read of life as it is lived,love
if war destruction and killings are the prerequisite to bring the peace then i really dont want it,inspirational_philosophy_life_love
dont lose heart every disappointment is an awakening,inspirational
max would conclude thats who i want to be the pope and ill do the same thing he does ill keep all the goddamn money,humor
the only path wide for us all is love,inspirational_love
courage is active faith,inspirational
the widow nazaret never missed her occasional appointments with florentino ariza not even during her busiest times and it was always without pretensions of loving or being loved although always in the hope of finding something that resembled love but without the problems of love,love
truth is different at different stages of wisdom and awareness,inspirational_philosophy
accept things that will make you happy this is the joy of sacred existence,inspirational_life
after you its all cheap tequila,love
i revered our theology and aspired as much as any one to reach heaven but being given assuredly to understand that the way is not less open to the most ignorant than to the most learned and that the revealed truths which lead to heaven are above our comprehension i did not presume to subject them to the impotency of my reason and i thought that in order competently to undertake their examination there was need of some special help from heaven and of being more than man,philosophy
failures and fears are the part of the journey we call life dont let them stop you or derail you from your chosen path,philosophy
i think just drinking juice is too extreme for a diet your body needs more than juice so i think its a very hard thing to do  very challenging and probably very unhealthy for your body you cant get everything you need from a juice i love juice because it can provide you with nutrients  but drink it alongside your diet,love
the thing about our choices is that after we have made them they turn around and make us,inspirational_philosophy_life_love
your heart doesnt care about being easy your heart only cares about whats true for you,life
avalon is full of desperate people she bites at her lower lip this time fumbling her hands knitting her fingers into the bundle of plastic coin bags in her grasp are you implying that im desperate i say one eyebrow tiltingyou dont need to be desperate you can have anyone i she trails off looking up and trying to search the line of shops for the bank i repulse her i make her want to run why is this so hard i need to get inside of her i need to know what she is thinking what she is wantingit surely isnt me she wants not to the extent that i want heryou i entice her to finish her sentence but she doesnt she stares off into the bustling crowds memory flashing her eyes with a darknessmadi wouldnt fumble like thisoh she would fumble but not in the way you are elliyoure not her elli i entice her again trying to force the dark memory the sadness from herno if i was you wouldnt have wanted anyone elsea breath hitches in her throat she puts a hand over her mouth and says something else her cheeks dance a shade of red that brightens and brightens until she apologises and quickens her pace i chuckle pulling at her arm and encircling one around her waist pulling her back to me beneath my touch her body trembles when i raise my hand my palm touching her cheek i am sure she isnt breathingi dont want anyone elli my eyes burn consuming her with my gaze she is like a frightful deer struggling beneath me with a gaze that cannot quite meet mine when she does it is only for a brief second before falling down and all i see is the gentle flutter of her raven flashesi told you i want someone i cannot havethat is a really harsh way of telling someone youre not interested,love
thats what life holds for you you make plans carefully plots whole roadmap but you never know when a vehicle comes at you full throttle from the next bend and knocks you down,life
i am deeply in love with my life with profound gratitude i love and enjoy everything around me,inspirational_philosophy_love
around the world the perception and reality of corruption and bad governance in public places remains very high but it isnt just in governments that these are found they can permeate through society where they are rampant in private enterprises and even religious institutions we need to deal with the causes not just consequences you will need to play your role both as a good example as well as part of the social police force cultures and beliefs must change at a personal level as well as at institutional levels,inspirational
ava turned to the side staring out into the dark in profile her face was suddenly tired and sad and cole felt the urge to wrap himself around her to protect her from whatever was dragging her down,love
death and his scythe do not come no sweeping black capes or ethereal escapes theres no pearly gate no prisms of colors as his soul slips away the stillness is cold steel the silence is empty with no memory to mend it,love
the universe never complainswhen youre wrong or rightshe always loves and caresshe always gives and shares when you get lost she becomes the lighthelps you to find what is right but she never forgetsto show you the light,inspirational_philosophy_life_love
some will make you dance some will make you smile and some will make your misery longer than a mile pleasure or pain the choice is thine,inspirational
there is only one saviour jesus christ,inspirational
my favorite subject probably was math i love math figures just intrigue me i was really good at math english probably was my worst subject but i used to write a lot of poetry i used to write poetry all the time,love
its the way he had a cup of tea waiting for me when i woke up its the way he turned on his laptop especially for me to look up all my internet horoscopes and helped me choose the best one he knows all the crappy embarrassing bits about me that i normally try to hide from any man for as long as possible and he loves me anyway,love
as a being and life form all of mankind must seek the absolute sunshine of being to do otherwise is to deny the essence of life which is growth in body mind and soul these in turn reflects self love,life
hurry up before theres no more night left,love
i want you to tell me that you feel the same way for me and id like you to tell me those feelings are worth it id like you to say im worth it,love
everybody acts like the future is so far away when really every moment that passes is the future,life
some people get lifetimes some get moments ive got to tell myself its what you do with what you get that counts,inspirational
solving a complicated problem can be frustrating you can have good problem solving skills but sometimes a problem seems like it has no solution nevertheless never give up,inspirational
peace is bald eagle flying and flying over the treesin search for a spotunder the blue sky to build her nest to care,inspirational_philosophy_life_love
when life gives you lemons you make lemonade then find someone whos life is givin them vodka and have a party,humor_inspirational
we need someone to thank and someone to blame thus the concept of god and the devil we cant accept that everything that happens to us is our own doing,philosophy
michael had to pound me a couple of times to convince me not to go stage a rescue shane shrugged he hits like a girl for a vampire,humor
my best friend and i love to make fish faces,love
we must let go of the life we have planned so as to accept the one that is waiting for us,life
why do want to find him so bad i ask after a while but shes not listening i watch her a bitlonger why do you want to find him so bad i ask againshe blinks and comes out of her dream she flicks the band on her wrist i just do  ed skye,love
how many of us walk around being weighed down by the baggage of our journey you cant possibly embrace that new relationship that new companion that new career that new friendship or that new life you want while youre still holding on to the baggage of the last one let go and allow yourself to embrace what is waiting for you right at your feet,life
when you meet that person a person one of your soulmates let the connection relationship be what it is it may be five mins five hours five days five months five years a lifetime let it manifest itself the way it is meant to it has an organic destiny this way if it stays or if it leaves you will be softer from having been loved this authentically souls come into return open and sweep through your life for a myriad of reasons let them be who and what they are meant,love
he who for love hath undergone the worst that can befall  is happier thousandfold than one who never loved at all,love
from kindness comes courage,inspirational_philosophy_life_love
it is a truth universally acknowledged that a single man in possession of a good fortune must be in want of a wife i said sighingis it said veronica looking surprised universally acknowledged surely that presupposes life similar to human societies beyond this planet and besidesno no its a quote from  never mind i said,humor
the universe wants you to succeed so listen to her deep driving desires and be a great success,inspirational_philosophy
ranger cradled my face in his hands using his thumbs to wipe the tears from my eyes the ceremony is over can you make it back to the cari nodded im okay now am i red and blotchy from cryingyes ranger said brushing a kiss across my forehead i love you anywaytheres all kinds of love i saidranger took me by the hand and led me back to the suv this is the kind that doesnt call for a ring but a condom might come in handythats not love i told him thats lust,love
we just sat there and watched the plane pass the island and it never came back he said i could see it on the radar it makes you feel terrible life was cheap in war,life
i cannot compromise my respect for your love you can keep your love i will keep my respect,inspirational_philosophy_love
once upon a time you were everything to meand i was everything to you,love
love your life thats a direct route to something people used to call happiness,life
one day youre waiting for the sky to fallthe next youre dazzled by the beauty of it all,life
if the bombs go off the sun will still be shining because ive heard it said thatevery mushroom cloud has a silver lining,inspirational_life
this isnt goodbye its see you later,life
i require three things in a man he must be handsome ruthless and stupid,humor
i dont like being best man at a wedding cause theres no way to prove it,love
nonduality has been the root of all religious movements on this planet,inspirational_philosophy
i have no clue if its true and i dont much want to look but i bet a war happens inside the cocoon,life
so encourage each other and build each other uppositive connections,inspirational
createadd value to your life on a daily basis,life
love is the essential ingredient without it sex is meaningless approval is bribery and success is shortlived,life_love
light is lovelove is lightlight is lifelight is timetime is mattermatter is spacespace is timetime is infinite,love
the whole purpose of education is to transfer and transform knowledge for the future generations so that they can transcend their lives and humanity as a whole,inspirational_philosophy
failure results from lack of focus and half trust success results from complete devotion and utmost trust,inspirational_philosophy
you may never understand us so its natural you dont give a good manner towards us its logical,philosophy
maybe if the empty space inside her was filled with love thered be no room for sad and dark things,love
im as lucky as a bed of oysters on cioppino night,humor
all names disappear children should be taught that in elementary school but were afraid to teach them,philosophy
remember gods grief at the unspeakable things we do to one another is beyond measuring but so is his mercy it might seem a terrible thing to say to people whove lost and suffered so much at the hands of hatred and violence but true courage is not to hate our enemy any more than to fight and kill him to love him to love in the teeth of his hatethat is real bravery that ought to earn people mmmedals,love
for everything bad theres a million really exciting things whether its someone puts out a really great book theres a new movie theres a new detective the sky is unbelievably golden or you have the best cup of coffee you ever had in your life,life
a typical race morning usually starts out looking like a scene from a zombie movie individuals or pairs of people walking down a deserted street all headed in the same direction inevitably regardless of the weather u2s beautiful day streams out of loudspeakers,humor
human life duration momentary nature changeable perception dim condition of body decaying soul spinning around fortune unpredictable lasting fame uncertain sum up the body and its parts are a river the soul a dream and mist life is warfare and a journey far from home lasting reputation is oblivion,life
i have a message for your daughter said cale i am bound to her with cables that not even god can break one day if there is a soft breeze on her cheek it may be my breath one night if the cool wind plays with her hair it may be my shadow passing by and with this terrible threat he faced forward and the procession started once more in less than a minute they were gone in her shady room arbell swanneck stood white and cold as alabaster,love
you need to talk about sex with a sense of humor especially because sex is a sensitive area for a lot of people,humor
love and self are one and the discovery of either is the realization of both,love
but she bravely kept her eyes open she was both lost and found in the soft burning depths of his eyes,love
this is a place of learning where very few learn anything of value that you who have courage and intelligence are held in contempt by most of your kind here because you have no sorcery i have seen you protect others though they consider you to be weaker than they i have seen a very few decent people like the boy we took from the tower i have seen women trade pleasure for coin to feed their children and others do the same so that they could ignore their children while making themselves foolish with wines and powders i have seen men who labor as long as the sun is up go home to wives who hold them in contempt for never being there i have seen men beat and use those whom they should protect even their own children i have seen your kind place others of their own in slavery i have seen them fighting to be free of the same i have seen men of the law betray it men who hate the law be kind i have seen gentle defenders sadistic healers creators of beauty scorned while craftsmen of destruction are worshiped your kind aleran are the most vicious and gentle most savage and noble most treacherous and loyal most terrifying and fascinating creatures i have ever seen,inspirational
you have to pen down and start designing your own destiny,life
thats the dream of sex isnt it that you will be liberated from the prison of the body by the body itself at long last desired its strange tongue understood,love
man is not born to solve the problem of the universe but to find out what he has to do and to restrain himself within the limits of his comprehension,philosophy
to my astonishment i saw him standing at a table with kitty jones it was the kitty jones bit that was astonishing not the table though it was very nicely polished,humor
do you realize that all great literature  moby dick huckleberry finn a farewell to arms the scarlet letter the red badge of courage the iliad and the odyssey crime and punishment the bible and the charge of the light brigade  are all about what a bummer it is to be a human being,life
spread smiles it may cost you nothing but may worth more than anything for some one,love
why fall lets rise in love together and while were at it lets come up with lamer quotations,humor
thoughts are the imagination of the conscious mind and dreams are the imagination of the subconscious mind,inspirational_philosophy_life_love
i know women are taught by other women that they must never admit the full truth to a man but the highest form of affection is based on full sincerity on both sides not being men these women dont know that in looking back on those he has had tender relations with a mans heart returns closest to her who was the soul of truth in her conduct the better class of man even if caught by airy affectations of dodging and parrying is not retained by them a nemesis attends the woman who plays the game of elusiveness too often in the utter contempt for her that sooner or later her old admirers feel under which they allow her to go unlamented to her grave,love
that was the only time as i stood there looking at that strange rubbish feeling the wind coming across those empty fields that i started to imagine just a little fantasy thing because this was norfolk after all and it was only a couple of weeks since id lost him i was thinking about the rubbish the flapping plastic in the branches the shoreline of odd stuff caught along the fencing and i halfclosed my eyes and imagined this was the spot where everything id ever lost since my childhood had washed up and i was now standing here in front of it and if i waited long enough a tiny figure would appear on the horizon across the field and gradually get larger until id see it was tommy and hed wave maybe even call the fantasy never got beyond that i didnt let it and though the tears rolled down my face i wasnt sobbing or out of control i just waited a bit then turned back to the car to drive off to wherever it was i was supposed to be,love
reprogram your life and mindset by replacing the bad with the positive the weakness with the strength,inspirational_life
a mans subconscious self is not the ideal companion it lurks for the greater part of his life in some dark den of its own hidden away and emerges only to taunt and deride and increase the misery of a miserable hour,humor
death doesnt end our devotion it only makes it stronger,love
love isfreeing love is all encompassing it has the power to save us from unimaginable forces of darkness all we have to do is accept it give it live it,love
let life and love live togetherlets love win over life forever,inspirational_philosophy_life_love
so if we love someone we should train in being able to listen by listening with calm and understanding we can ease the suffering of another person,love
leadership is a skill learned through many venues,inspirational
the voids in her soul turned every touch of someone else into the reminiscent of his love inside her,love
more important its because god is our only true source of life,life
